Product Name,Category,Purchase Date,Quantity,Price,CustomerID,zipcode,discountApplied,Cluster
Smartphone,Electronics,2023-07-05,4,258.7,1797,14300,False,1
Lipstick,Beauty & Health,2023-08-11,4,535.25,1345,6439,True,1
Bed,Home & Living,2023-08-31,4,12.84,1345,6439,False,1
Lamp,Home & Living,2023-03-18,2,153.84,1345,6439,False,0
Handbag,Fashion,2023-07-10,1,68.54,2042,14336,True,0
Smartwatch,Electronics,2022-11-16,3,950.41,2042,14336,False,2
Lamp,Home & Living,2022-12-09,1,167.3,2042,14336,False,0
Basketball,Sports & Outdoors,2023-06-19,2,476.01,8247,2812,False,0
Shirt,Fashion,2023-08-05,4,811.93,8247,2812,False,2
Cycling Helmet,Sports & Outdoors,2023-02-26,2,330.14,8247,2812,True,0
Mystery Novel,Books,2023-02-02,2,697.48,8247,2812,True,2
Shirt,Fashion,2023-08-01,4,813.8,6051,76271,False,2
Sofa,Home & Living,2023-07-16,4,772.73,6051,76271,True,1
Shampoo,Beauty & Health,2023-10-23,5,326.91,6051,76271,False,1
Lipstick,Beauty & Health,2023-04-29,4,538.0,6706,50733,False,1
Laptop,Electronics,2023-07-13,3,552.35,6706,50733,True,2
Mystery Novel,Books,2023-05-24,2,521.63,6706,50733,True,0
Bed,Home & Living,2023-08-25,3,548.34,6706,50733,False,2
Laptop,Electronics,2023-08-02,4,18.03,1948,38703,False,1
Mystery Novel,Books,2022-11-07,3,154.97,1948,38703,True,0
Camera,Electronics,2023-05-17,3,221.5,1948,38703,False,0
Biography,Books,2023-01-18,3,808.56,1948,38703,True,2
Headphones,Electronics,2023-05-19,5,63.24,9841,52356,True,1
Tennis Racket,Sports & Outdoors,2023-04-12,1,430.89,9841,52356,True,0
Cookware,Home & Living,2022-11-07,4,928.78,9841,52356,False,2
History,Books,2023-09-28,1,999.02,9841,52356,True,2
Nail Polish,Beauty & Health,2023-09-29,2,907.59,9841,52356,True,2
Bed,Home & Living,2023-01-31,1,530.32,9053,8944,True,0
Sunglasses,Fashion,2023-03-29,5,560.09,9053,8944,True,1
Dress,Fashion,2023-03-16,2,12.4,9053,8944,True,0
Sunglasses,Fashion,2022-12-13,2,263.5,9053,8944,False,0
Yoga Mat,Sports & Outdoors,2023-07-18,3,402.34,9053,8944,False,0
Sunglasses,Fashion,2023-09-10,3,611.39,9982,24808,False,2
Smartwatch,Electronics,2023-01-31,3,733.8,9982,24808,False,2
Bed,Home & Living,2023-10-13,3,720.9,9982,24808,True,2
Shampoo,Beauty & Health,2023-04-27,1,802.23,9982,24808,False,2
Basketball,Sports & Outdoors,2023-03-28,1,167.57,9982,24808,False,0
Basketball,Sports & Outdoors,2023-03-11,1,997.58,7475,82665,True,2
Yoga Mat,Sports & Outdoors,2023-09-18,4,92.54,7475,82665,False,1
Romance Novel,Books,2023-07-25,3,996.45,7475,82665,False,2
Biography,Books,2023-09-13,5,726.76,7475,82665,False,1
Shampoo,Beauty & Health,2023-05-21,4,455.37,7475,82665,True,1
Laptop,Electronics,2023-08-01,4,417.48,8767,13590,True,1
Sunglasses,Fashion,2023-06-23,1,356.97,3200,75427,True,0
Laptop,Electronics,2023-05-30,3,272.68,4950,94716,False,0
Yoga Mat,Sports & Outdoors,2023-02-23,3,491.24,4950,94716,True,0
Mystery Novel,Books,2023-07-27,2,364.13,5691,5487,True,0
Shampoo,Beauty & Health,2023-08-16,2,886.5,5691,5487,False,2
Cycling Helmet,Sports & Outdoors,2022-12-17,2,707.81,3566,77212,False,2
Laptop,Electronics,2023-08-25,5,517.38,3566,77212,True,1
Yoga Mat,Sports & Outdoors,2023-10-09,1,187.37,3566,77212,True,0
Tennis Racket,Sports & Outdoors,2022-11-01,4,519.09,2842,1316,False,1
Yoga Mat,Sports & Outdoors,2023-06-29,4,212.42,2842,1316,False,1
Romance Novel,Books,2023-04-07,2,60.88,2842,1316,False,0
Camping Tent,Sports & Outdoors,2023-09-14,3,107.6,3146,21281,True,0
Cookware,Home & Living,2022-11-07,1,480.38,3146,21281,True,0
Basketball,Sports & Outdoors,2023-09-02,3,151.17,3146,21281,False,0
Shoes,Fashion,2023-05-23,3,242.73,3146,21281,True,0
Camping Tent,Sports & Outdoors,2023-02-28,4,644.8,5035,63888,False,1
Cycling Helmet,Sports & Outdoors,2023-04-06,4,841.43,5035,63888,False,2
Camera,Electronics,2023-01-06,2,981.61,5035,63888,True,2
Camping Tent,Sports & Outdoors,2023-06-30,3,879.28,5035,63888,True,2
Sofa,Home & Living,2023-10-04,2,256.84,5035,63888,True,0
Body Lotion,Beauty & Health,2022-12-13,2,698.08,4753,93584,False,2
Nail Polish,Beauty & Health,2023-02-22,2,809.95,4753,93584,True,2
Headphones,Electronics,2023-07-19,4,741.83,4753,93584,True,1
History,Books,2023-06-27,1,724.34,9417,98891,False,2
Lipstick,Beauty & Health,2023-02-02,5,636.05,9417,98891,True,1
Lamp,Home & Living,2022-11-04,1,781.57,9417,98891,False,2
Nail Polish,Beauty & Health,2023-03-18,3,228.9,7764,88097,True,0
Body Lotion,Beauty & Health,2023-01-22,4,688.06,7764,88097,False,1
Mystery Novel,Books,2023-06-26,5,373.08,7764,88097,True,1
Sofa,Home & Living,2023-02-05,3,436.61,7764,88097,True,0
Cookware,Home & Living,2022-12-23,2,319.87,9982,54518,False,0
Cookware,Home & Living,2023-06-08,2,228.02,9982,54518,True,0
Nail Polish,Beauty & Health,2023-01-10,4,207.24,9982,54518,True,1
Shampoo,Beauty & Health,2023-02-22,4,248.83,9982,54518,False,1
Lipstick,Beauty & Health,2023-02-16,2,866.07,9982,54518,True,2
Handbag,Fashion,2022-12-26,3,386.2,3321,50020,False,0
Smartwatch,Electronics,2023-08-21,1,625.32,3321,50020,True,2
Perfume,Beauty & Health,2022-11-15,4,718.47,5238,86580,False,1
Shirt,Fashion,2023-03-16,2,174.12,5238,86580,True,0
Shirt,Fashion,2023-06-13,2,946.69,5238,86580,True,2
Shampoo,Beauty & Health,2023-06-06,4,701.12,5238,86580,False,1
Yoga Mat,Sports & Outdoors,2023-10-09,2,741.63,7778,24315,False,2
Handbag,Fashion,2023-05-14,1,14.05,7778,24315,True,0
Cookware,Home & Living,2023-02-15,1,466.58,7778,24315,True,0
Nail Polish,Beauty & Health,2023-05-02,2,879.89,7778,24315,False,2
Lipstick,Beauty & Health,2023-05-09,4,575.15,3662,11793,True,1
Shampoo,Beauty & Health,2023-05-16,3,350.97,3662,11793,False,0
Tennis Racket,Sports & Outdoors,2023-05-14,4,704.92,8782,37583,True,1
Camera,Electronics,2023-06-04,3,999.26,8782,37583,True,2
Perfume,Beauty & Health,2023-06-09,2,122.96,8782,37583,False,0
Romance Novel,Books,2023-05-15,3,367.64,1594,95124,False,0
Nail Polish,Beauty & Health,2023-10-12,1,607.5,1594,95124,True,2
Cookware,Home & Living,2022-11-10,2,469.58,1594,95124,False,0
Mystery Novel,Books,2023-02-06,5,972.75,1594,95124,True,1
Body Lotion,Beauty & Health,2023-04-11,2,687.79,1594,95124,False,2
Lamp,Home & Living,2023-10-12,5,111.05,6574,91181,False,1
Dress,Fashion,2022-11-20,5,54.15,6574,91181,True,1
Laptop,Electronics,2023-03-26,5,154.68,6574,91181,True,1
Camping Tent,Sports & Outdoors,2023-01-02,1,175.8,3194,33668,True,0
Yoga Mat,Sports & Outdoors,2023-09-14,5,329.01,3194,33668,True,1
Cycling Helmet,Sports & Outdoors,2023-02-17,3,23.89,3194,33668,True,0
Biography,Books,2023-06-02,3,753.21,3194,33668,False,2
Cycling Helmet,Sports & Outdoors,2023-01-08,5,593.81,3194,33668,False,1
Romance Novel,Books,2023-04-12,3,900.67,6199,88865,False,2
Shirt,Fashion,2023-07-15,5,575.57,6199,88865,False,1
Biography,Books,2023-07-28,3,406.34,6199,88865,True,0
Biography,Books,2023-08-12,1,444.62,6199,88865,True,0
Lipstick,Beauty & Health,2022-11-09,2,860.81,6199,88865,False,2
Lipstick,Beauty & Health,2023-07-16,1,498.53,7151,81876,True,0
Bed,Home & Living,2023-02-01,1,972.46,7151,81876,True,2
Perfume,Beauty & Health,2023-09-24,3,30.36,7151,81876,True,0
Science Fiction,Books,2022-11-14,4,661.35,7151,81876,False,1
Science Fiction,Books,2022-12-07,2,213.31,7151,81876,False,0
Cycling Helmet,Sports & Outdoors,2023-04-15,1,591.07,5736,77592,False,2
Shampoo,Beauty & Health,2023-02-08,5,91.93,5736,77592,False,1
Perfume,Beauty & Health,2023-03-12,5,469.96,6495,17815,False,1
Cycling Helmet,Sports & Outdoors,2023-04-16,2,62.99,6495,17815,False,0
Shampoo,Beauty & Health,2023-01-06,4,370.27,6495,17815,True,1
Smartwatch,Electronics,2023-07-20,1,523.89,6495,17815,True,0
Smartphone,Electronics,2023-07-15,5,308.55,6495,17815,True,1
Smartphone,Electronics,2023-06-08,1,609.53,2870,9361,False,2
Smartwatch,Electronics,2023-09-08,4,443.8,7537,63348,False,1
Lipstick,Beauty & Health,2023-06-18,4,381.19,7537,63348,True,1
Smartwatch,Electronics,2023-08-13,3,491.68,6741,77277,False,0
Shoes,Fashion,2023-05-25,4,162.33,6741,77277,False,1
Sofa,Home & Living,2023-01-12,3,445.33,6741,77277,True,0
Science Fiction,Books,2023-04-08,2,742.44,6741,77277,True,2
Bed,Home & Living,2023-06-17,2,776.82,3072,47003,True,2
Nail Polish,Beauty & Health,2023-09-29,1,172.12,3072,47003,True,0
Yoga Mat,Sports & Outdoors,2022-11-17,5,253.27,1985,44083,False,1
Laptop,Electronics,2023-10-08,1,653.87,7055,58665,False,2
Smartphone,Electronics,2023-03-25,3,280.27,7055,58665,False,0
Body Lotion,Beauty & Health,2022-12-11,2,159.31,7055,58665,True,0
Body Lotion,Beauty & Health,2023-09-23,5,613.42,7055,58665,False,1
Camera,Electronics,2023-01-29,5,20.31,7055,58665,True,1
Handbag,Fashion,2023-02-05,4,464.55,1535,29455,True,1
Shirt,Fashion,2023-01-08,1,714.4,1535,29455,True,2
Yoga Mat,Sports & Outdoors,2023-02-23,2,43.95,1535,29455,True,0
Handbag,Fashion,2023-09-22,5,759.8,1535,29455,False,1
Biography,Books,2023-02-21,2,577.62,8765,98727,True,2
Shampoo,Beauty & Health,2022-12-21,2,387.16,8765,98727,False,0
Shirt,Fashion,2023-10-14,4,699.56,8765,98727,True,1
Bed,Home & Living,2023-03-12,2,70.04,8203,96483,True,0
Sofa,Home & Living,2023-04-12,2,816.2,8203,96483,False,2
Camera,Electronics,2023-05-22,5,317.93,1347,40283,False,1
History,Books,2023-02-10,4,459.5,1347,40283,False,1
Dining Table,Home & Living,2023-05-02,4,985.43,3759,89888,False,2
Body Lotion,Beauty & Health,2023-07-06,1,946.58,3759,89888,False,2
Dining Table,Home & Living,2022-12-19,5,424.71,3759,89888,True,1
Handbag,Fashion,2023-07-20,4,758.95,3759,89888,False,1
Headphones,Electronics,2023-08-06,4,373.54,3759,89888,False,1
Sofa,Home & Living,2023-05-27,2,91.35,6873,60238,True,0
Lamp,Home & Living,2023-06-11,1,64.65,5634,31154,False,0
Handbag,Fashion,2023-07-19,5,80.31,5634,31154,True,1
Handbag,Fashion,2022-12-12,3,138.43,1854,67259,True,0
Laptop,Electronics,2023-01-05,4,890.46,1854,67259,True,2
Perfume,Beauty & Health,2023-01-30,4,384.38,1854,67259,False,1
Perfume,Beauty & Health,2023-06-07,3,26.71,1854,67259,False,0
Sunglasses,Fashion,2023-02-03,4,386.18,1854,67259,True,1
Sofa,Home & Living,2022-11-08,2,402.14,7777,38145,False,0
Tennis Racket,Sports & Outdoors,2023-10-07,5,914.73,7777,38145,False,1
Lipstick,Beauty & Health,2023-04-23,2,911.7,7777,38145,False,2
Lamp,Home & Living,2023-02-17,2,929.34,7777,38145,False,2
Basketball,Sports & Outdoors,2023-04-14,1,859.67,7777,38145,True,2
Science Fiction,Books,2023-02-06,2,660.15,5372,60791,False,2
Dress,Fashion,2023-08-17,4,791.6,5372,60791,False,2
Dress,Fashion,2023-06-09,2,109.7,5372,60791,True,0
Dress,Fashion,2022-12-04,4,831.42,5372,60791,False,2
Sunglasses,Fashion,2023-01-10,2,458.23,3484,86062,False,0
Camera,Electronics,2023-10-18,4,319.36,3484,86062,False,1
Perfume,Beauty & Health,2023-04-22,5,154.88,3484,86062,False,1
Headphones,Electronics,2023-08-02,1,440.56,3484,86062,True,0
Perfume,Beauty & Health,2023-03-03,2,77.36,7804,41483,False,0
Dress,Fashion,2023-09-11,4,722.41,7804,41483,False,1
Shampoo,Beauty & Health,2022-11-05,3,233.69,7804,41483,False,0
Yoga Mat,Sports & Outdoors,2022-11-19,4,408.53,7804,41483,False,1
Nail Polish,Beauty & Health,2023-06-17,5,284.94,4873,50411,False,1
Body Lotion,Beauty & Health,2023-02-04,2,669.82,4873,50411,True,2
Camera,Electronics,2023-04-04,2,912.62,4873,50411,True,2
Basketball,Sports & Outdoors,2023-05-08,2,916.91,5691,68067,True,2
Science Fiction,Books,2023-01-12,4,917.55,8862,88183,False,2
Dining Table,Home & Living,2023-09-04,4,790.53,8862,88183,True,2
Camera,Electronics,2023-01-14,3,119.33,8862,88183,False,0
Handbag,Fashion,2023-06-15,5,508.86,8862,88183,False,1
Smartwatch,Electronics,2022-12-02,1,320.49,8862,88183,True,0
Biography,Books,2023-10-16,3,489.81,8381,30913,False,0
Camping Tent,Sports & Outdoors,2023-05-11,1,605.32,8381,30913,True,2
Biography,Books,2023-05-18,5,279.26,8381,30913,False,1
Body Lotion,Beauty & Health,2023-09-26,2,26.11,8381,30913,False,0
Camping Tent,Sports & Outdoors,2023-04-30,3,95.18,8381,30913,True,0
Lipstick,Beauty & Health,2022-11-21,5,211.33,6845,76338,False,1
Smartwatch,Electronics,2023-01-20,2,979.37,6845,76338,True,2
Bed,Home & Living,2023-09-13,5,168.44,6845,76338,False,1
Romance Novel,Books,2023-06-07,5,684.25,6845,76338,True,1
Romance Novel,Books,2023-05-10,1,467.26,7372,76788,True,0
Sunglasses,Fashion,2023-06-12,2,320.01,2521,45386,False,0
Yoga Mat,Sports & Outdoors,2023-03-22,4,478.49,6996,81524,False,1
History,Books,2023-10-13,4,864.92,6996,81524,True,2
Smartphone,Electronics,2023-02-09,4,524.35,6996,81524,True,1
Sunglasses,Fashion,2023-05-27,3,91.17,6152,7207,True,0
Body Lotion,Beauty & Health,2023-07-20,3,941.09,6152,7207,True,2
Nail Polish,Beauty & Health,2023-05-13,2,692.31,8260,32205,True,2
Shoes,Fashion,2023-07-04,3,982.87,8260,32205,True,2
Smartphone,Electronics,2022-12-23,1,312.36,8260,32205,True,0
Camping Tent,Sports & Outdoors,2022-12-21,5,223.57,8260,32205,False,1
Dress,Fashion,2022-12-22,3,929.76,8260,32205,False,2
Shirt,Fashion,2022-11-15,1,383.74,5019,28360,True,0
Science Fiction,Books,2023-02-20,4,340.13,8473,75286,True,1
Lamp,Home & Living,2023-01-09,5,766.35,8473,75286,True,1
Shoes,Fashion,2022-11-05,1,321.39,8473,75286,True,0
Science Fiction,Books,2022-12-30,4,28.11,8473,75286,True,1
Camera,Electronics,2023-08-12,3,15.82,6665,4980,False,0
Bed,Home & Living,2023-06-30,2,332.32,6665,4980,True,0
History,Books,2023-10-13,1,80.46,6665,4980,False,0
Tennis Racket,Sports & Outdoors,2023-10-28,5,107.47,5812,33532,True,1
Shampoo,Beauty & Health,2023-03-05,1,363.64,5812,33532,True,0
Handbag,Fashion,2023-07-28,2,679.13,5812,33532,False,2
Lipstick,Beauty & Health,2023-04-13,4,663.01,7230,22659,False,1
Mystery Novel,Books,2023-04-25,3,810.69,7230,22659,True,2
Shoes,Fashion,2023-02-23,4,252.18,7230,22659,True,1
Shoes,Fashion,2023-09-24,1,838.68,7230,22659,True,2
Mystery Novel,Books,2023-06-02,5,308.35,9812,73153,False,1
Yoga Mat,Sports & Outdoors,2023-02-09,4,676.75,9812,73153,True,1
Dress,Fashion,2023-02-05,3,621.81,9812,73153,True,2
Cycling Helmet,Sports & Outdoors,2022-12-06,4,450.74,9812,73153,True,1
Nail Polish,Beauty & Health,2023-06-13,2,526.75,9812,73153,True,0
Mystery Novel,Books,2023-10-08,5,254.16,4150,16938,False,1
Romance Novel,Books,2023-09-12,1,710.6,9626,68449,False,2
Camera,Electronics,2022-11-08,2,221.5,9626,68449,False,0
Biography,Books,2023-08-31,2,195.86,9626,68449,False,0
History,Books,2023-07-17,2,607.8,9626,68449,True,2
Lamp,Home & Living,2023-02-13,1,181.46,9626,68449,False,0
Dining Table,Home & Living,2023-10-20,3,222.51,9939,35769,False,0
Camping Tent,Sports & Outdoors,2023-04-21,1,661.65,9939,35769,False,2
Smartwatch,Electronics,2023-09-03,2,779.1,9939,35769,True,2
Smartwatch,Electronics,2023-07-06,4,568.92,9939,35769,True,1
Basketball,Sports & Outdoors,2022-11-19,1,877.13,1957,47228,True,2
Camera,Electronics,2022-12-27,3,307.59,8847,30299,False,0
Headphones,Electronics,2022-11-17,2,192.07,8847,30299,True,0
Cookware,Home & Living,2023-08-14,1,343.8,8847,30299,False,0
Nail Polish,Beauty & Health,2023-07-01,1,587.23,8847,30299,True,2
Body Lotion,Beauty & Health,2023-02-09,2,711.01,8847,30299,True,2
Camera,Electronics,2023-08-29,3,683.94,7969,78310,False,2
Lipstick,Beauty & Health,2023-05-07,3,424.1,7969,78310,True,0
Camping Tent,Sports & Outdoors,2023-01-13,4,408.75,7969,78310,False,1
Body Lotion,Beauty & Health,2023-04-17,1,461.0,4790,87575,True,0
Camera,Electronics,2023-10-10,5,998.06,4790,87575,True,1
Shoes,Fashion,2023-05-19,3,143.51,4790,87575,True,0
Sofa,Home & Living,2023-08-12,1,696.11,8745,89373,True,2
History,Books,2023-08-31,2,378.7,8745,89373,True,0
Camera,Electronics,2023-07-29,4,15.74,8745,89373,True,1
Biography,Books,2023-03-09,3,96.24,8745,89373,False,0
Shampoo,Beauty & Health,2023-04-16,5,472.36,8745,89373,True,1
Lipstick,Beauty & Health,2023-02-07,4,386.59,2912,95371,False,1
Shirt,Fashion,2023-01-16,5,790.22,6658,31799,False,1
Shoes,Fashion,2023-09-06,5,979.32,6658,31799,False,1
Basketball,Sports & Outdoors,2022-12-11,4,398.91,8638,21767,True,1
Sofa,Home & Living,2022-11-30,5,753.07,8638,21767,False,1
Camera,Electronics,2022-12-28,5,834.96,7526,3328,True,1
History,Books,2023-05-15,5,344.02,7526,3328,False,1
History,Books,2023-02-14,2,74.07,7526,3328,False,0
Cookware,Home & Living,2022-11-28,5,497.5,7526,3328,False,1
Cookware,Home & Living,2023-09-11,2,376.83,7526,3328,False,0
Laptop,Electronics,2023-08-08,3,899.71,9652,68054,True,2
Basketball,Sports & Outdoors,2023-01-11,2,825.0,6613,84733,False,2
Mystery Novel,Books,2023-04-10,4,557.79,6613,84733,True,1
Lipstick,Beauty & Health,2023-01-17,2,481.29,6613,84733,False,0
Camera,Electronics,2023-04-18,4,797.03,6613,84733,False,2
Shampoo,Beauty & Health,2023-04-18,4,320.03,6589,14726,True,1
Bed,Home & Living,2022-11-02,3,564.47,7361,10015,True,2
Lipstick,Beauty & Health,2022-11-01,3,629.85,7361,10015,False,2
Body Lotion,Beauty & Health,2023-01-31,4,77.24,7361,10015,False,1
Shoes,Fashion,2023-10-18,1,420.24,1487,79745,True,0
Camping Tent,Sports & Outdoors,2023-04-17,5,493.85,1487,79745,False,1
Tennis Racket,Sports & Outdoors,2023-03-26,2,368.38,1487,79745,False,0
Science Fiction,Books,2023-04-28,2,316.62,5346,39428,False,0
Shampoo,Beauty & Health,2023-03-28,5,902.06,5346,39428,False,1
Cookware,Home & Living,2023-04-13,3,639.13,7033,62810,False,2
Cookware,Home & Living,2023-01-03,4,853.62,7033,62810,True,2
Nail Polish,Beauty & Health,2023-06-12,2,391.01,7033,62810,True,0
Dress,Fashion,2022-12-14,5,610.57,7033,62810,False,1
Perfume,Beauty & Health,2023-06-02,4,435.71,7033,62810,True,1
Body Lotion,Beauty & Health,2023-05-20,5,979.42,9090,12017,True,1
Smartwatch,Electronics,2023-04-05,1,691.68,9090,12017,True,2
History,Books,2023-01-06,2,910.48,9874,99898,False,2
Camera,Electronics,2023-09-02,1,435.11,9874,99898,True,0
Headphones,Electronics,2023-08-15,3,971.26,9874,99898,False,2
Cookware,Home & Living,2023-01-29,2,747.88,9744,17084,True,2
Nail Polish,Beauty & Health,2022-11-24,5,893.19,9744,17084,True,1
Yoga Mat,Sports & Outdoors,2023-07-14,5,678.4,9744,17084,False,1
Perfume,Beauty & Health,2022-11-26,1,442.64,6245,78562,True,0
Sunglasses,Fashion,2023-10-11,2,149.04,6245,78562,True,0
Sofa,Home & Living,2022-11-19,4,374.73,3972,40689,True,1
History,Books,2023-07-29,4,367.04,3972,40689,False,1
Body Lotion,Beauty & Health,2022-11-04,1,981.94,3972,40689,False,2
Headphones,Electronics,2023-05-15,1,648.83,3972,40689,True,2
Headphones,Electronics,2023-08-16,3,24.17,4734,53290,True,0
Cookware,Home & Living,2023-09-26,3,41.83,4734,53290,False,0
Yoga Mat,Sports & Outdoors,2023-08-08,1,658.23,4734,53290,False,2
Basketball,Sports & Outdoors,2023-07-14,2,114.73,4734,53290,False,0
Basketball,Sports & Outdoors,2022-11-18,4,668.46,5768,21088,False,1
Shoes,Fashion,2023-03-03,2,190.86,5768,21088,False,0
Cycling Helmet,Sports & Outdoors,2023-04-20,3,738.76,1035,40797,True,2
Basketball,Sports & Outdoors,2023-05-08,5,534.81,1035,40797,True,1
Camera,Electronics,2023-10-17,3,214.42,1035,40797,False,0
Romance Novel,Books,2023-04-18,2,491.18,5755,48441,False,0
Sofa,Home & Living,2023-06-12,2,126.55,5755,48441,True,0
Science Fiction,Books,2023-02-01,1,235.93,5755,48441,False,0
Lipstick,Beauty & Health,2023-03-25,1,997.22,6111,72727,False,2
Lamp,Home & Living,2023-01-21,2,461.83,6111,72727,True,0
Dining Table,Home & Living,2023-01-17,1,993.92,6111,72727,True,2
Basketball,Sports & Outdoors,2023-02-09,2,397.34,7014,63908,False,0
Dress,Fashion,2023-01-17,1,779.84,5097,69874,False,2
Camping Tent,Sports & Outdoors,2023-08-15,5,682.5,5097,69874,True,1
Smartwatch,Electronics,2023-07-10,5,325.4,5097,69874,True,1
Dining Table,Home & Living,2023-09-24,3,679.59,5097,69874,True,2
Body Lotion,Beauty & Health,2023-01-01,4,828.19,5097,69874,False,2
Science Fiction,Books,2023-07-05,1,822.22,6573,1652,True,2
Basketball,Sports & Outdoors,2023-09-26,3,139.3,9056,60199,False,0
Headphones,Electronics,2023-02-13,2,722.8,9056,60199,False,2
Tennis Racket,Sports & Outdoors,2023-03-02,5,377.3,9849,31642,False,1
Shoes,Fashion,2023-01-06,5,843.93,4888,20892,False,1
Handbag,Fashion,2023-07-30,1,637.66,4888,20892,False,2
Cycling Helmet,Sports & Outdoors,2023-06-16,3,18.17,4888,20892,False,0
Science Fiction,Books,2023-08-05,4,706.01,4888,20892,False,1
Camping Tent,Sports & Outdoors,2022-11-14,5,407.76,4888,20892,True,1
Lipstick,Beauty & Health,2023-06-02,4,87.17,1732,62465,False,1
Science Fiction,Books,2023-01-18,4,604.43,1732,62465,False,1
Shampoo,Beauty & Health,2023-07-30,1,34.97,1732,62465,False,0
Dress,Fashion,2023-10-18,3,557.42,1732,62465,False,2
Shirt,Fashion,2022-12-31,4,155.77,1732,62465,True,1
Basketball,Sports & Outdoors,2022-11-27,4,853.52,2160,46235,False,2
Sofa,Home & Living,2023-02-19,1,772.6,2160,46235,True,2
Shampoo,Beauty & Health,2023-02-14,4,819.28,3682,94780,False,2
Body Lotion,Beauty & Health,2023-03-28,2,505.8,9985,32394,True,0
Dining Table,Home & Living,2023-04-21,1,382.21,9985,32394,True,0
Cookware,Home & Living,2023-08-09,5,366.2,8359,39851,True,1
Perfume,Beauty & Health,2023-07-29,2,279.71,8359,39851,False,0
History,Books,2023-01-23,3,454.5,8951,53006,True,0
Biography,Books,2023-06-10,3,985.98,8951,53006,True,2
Lamp,Home & Living,2023-10-29,3,440.21,3581,42544,True,0
Shirt,Fashion,2023-03-09,4,48.76,3581,42544,True,1
Biography,Books,2023-07-16,4,612.05,3581,42544,True,1
Camera,Electronics,2023-10-26,1,123.56,3581,42544,True,0
Cycling Helmet,Sports & Outdoors,2023-10-10,5,745.72,2671,22890,True,1
